연도,월,시도,최고기온,평균기온,평균습도,월강수합계,기온일교차,시도_매핑,변압기화재건수
2021,4,대전,28.8,13.223333333333333,56.13333333333333,78.89999999999999,11.883333333333333,,0
2021,4,부산,22.2,13.326666666666666,67.33333333333333,93.3,8.34,,0
2021,4,서울,24.6,11.94,64.56666666666666,91.0,10.513333333333332,,0
2021,4,세종,29.0,13.416666666666666,56.3,70.4,11.973333333333333,,0
2021,4,울산,23.6,12.54,66.06666666666666,85.1,10.643333333333334,,0
2021,4,인천,23.4,11.836666666666668,67.23333333333333,87.10000000000001,8.493333333333334,,0
2021,4,전남,23.5,13.076666666666666,69.56666666666666,67.5,6.883333333333334,,0
2021,4,전북,28.2,13.9,57.13333333333333,65.3,11.623333333333333,,0
2021,4,제주,22.5,14.24,72.96666666666667,96.9,6.556666666666667,,0
2021,4,충남,27.5,12.586666666666668,58.06666666666667,69.2,11.346666666666666,,0
2021,4,충북,29.1,13.65,53.666666666666664,67.9,11.996666666666668,,0
2021,5,강원,27.9,15.154838709677419,75.25806451612904,192.2,11.370967741935484,,0
2021,5,경기,28.0,15.025806451612903,76.70967741935483,179.2,10.09032258064516,경기,1
2021,5,경남,26.2,17.467741935483872,72.25806451612904,167.6,7.958064516129032,,0
2021,5,경북,28.6,15.961290322580645,67.93548387096774,187.9,10.5,,0
2021,5,광주,31.4,17.616129032258065,68.0,131.3,11.73225806451613,,0
2021,5,대구,30.8,17.938709677419357,65.38709677419355,140.0,11.358064516129033,,0
2021,5,대전,31.6,16.548387096774192,69.3225806451613,145.9,10.619354838709677,대전,1
2021,5,부산,24.6,16.980645161290322,75.64516129032258,170.5,7.032258064516129,,0
2021,5,서울,27.5,15.229032258064517,77.06451612903226,215.5,9.619354838709677,,0
2021,5,세종,30.8,16.77741935483871,69.54838709677419,141.7,10.693548387096774,,0
2021,5,울산,28.8,16.838709677419356,71.19354838709677,138.0,10.432258064516128,,0
2021,5,인천,25.4,15.187096774193549,78.54838709677419,206.0,7.593548387096774,,0
2021,5,전남,25.6,16.92258064516129,76.80645161290323,123.7,6.848387096774194,,0
2021,5,전북,31.1,17.322580645161292,70.45161290322581,141.5,10.693548387096774,,0
2021,5,제주,28.2,18.44193548387097,76.45161290322581,149.1,6.848387096774193,제주,1
2021,5,충남,30.3,15.94516129032258,71.03225806451613,181.5,10.506451612903225,,0
2021,5,충북,31.5,16.970967741935485,68.96774193548387,139.1,10.832258064516129,,0
2021,6,강원,30.0,21.029999999999998,80.13333333333334,77.6,9.379999999999999,강원,1
2021,6,경기,30.0,20.903333333333332,81.56666666666666,83.0,8.876666666666667,,0
2021,6,경남,30.5,21.743333333333332,80.36666666666666,119.3,6.613333333333333,경남,1
2021,6,경북,30.5,21.389999999999997,73.56666666666666,103.2,8.936666666666667,,0
2021,6,광주,33.7,22.876666666666665,73.63333333333334,174.4,10.243333333333334,,0
2021,6,대구,34.1,22.92,73.76666666666667,153.3,10.123333333333333,,0
2021,6,대전,32.3,22.123333333333335,74.9,115.3,9.413333333333332,,0
2021,6,부산,28.5,21.246666666666666,83.03333333333333,135.9,5.263333333333334,,0
2021,6,서울,29.3,21.053333333333335,81.6,78.2,7.8066666666666675,서울,1
2021,6,세종,32.2,22.39,74.86666666666666,89.5,9.536666666666667,,0
2021,6,울산,30.9,21.14333333333333,81.06666666666666,107.6,7.83,,0
2021,6,인천,27.5,20.523333333333333,85.36666666666666,79.8,6.743333333333333,,0
2021,6,전남,29.6,22.02,82.1,169.2,5.53,,0
2021,6,전북,33.5,22.826666666666664,74.36666666666666,124.4,9.3,,0
2021,6,제주,28.1,22.926666666666666,82.9,177.4,5.53,,0
2021,6,충남,31.6,21.626666666666665,77.5,77.0,9.536666666666667,,0
2021,6,충북,32.3,22.626666666666665,74.46666666666667,109.0,9.42,,0
2021,7,강원,35.2,26.458064516129035,79.06451612903226,162.4,8.948387096774194,,0
2021,7,경기,35.6,26.25483870967742,78.25806451612904,145.1,8.093548387096774,,0
2021,7,경남,31.3,25.94516129032258,85.48387096774194,252.1,5.351612903225806,,0
2021,7,경북,35.2,25.690322580645162,78.06451612903226,205.3,8.332258064516129,,0
2021,7,광주,34.5,26.425806451612903,80.64516129032258,372.0,7.858064516129032,,0
2021,7,대구,36.6,26.47741935483871,81.83870967741936,329.4,7.812903225806452,대구,1
2021,7,대전,37.2,26.75483870967742,74.7741935483871,157.0,8.783870967741937,,0
2021,7,부산,30.1,25.638709677419353,86.80645161290323,232.1,4.32258064516129,부산,1
2021,7,서울,35.0,26.44193548387097,78.74193548387096,130.0,7.496774193548387,서울,1
2021,7,세종,38.0,27.006451612903227,75.06451612903226,162.6,8.69032258064516,,0
2021,7,울산,32.8,25.490322580645163,85.58064516129032,287.8,6.283870967741935,,0
2021,7,인천,33.2,26.08709677419355,81.90322580645162,114.5,6.254838709677419,,0
2021,7,전남,32.2,26.23548387096774,84.12903225806451,191.8,5.0516129032258075,,0
2021,7,전북,35.0,26.82903225806452,78.61290322580645,280.5,7.780645161290322,,0
2021,7,제주,31.9,26.893548387096775,85.54838709677419,226.4,4.574193548387097,,0
2021,7,충남,36.0,26.638709677419353,75.12903225806451,190.0,8.687096774193549,충남,1
2021,7,충북,38.3,27.27741935483871,74.48387096774194,185.0,8.938709677419356,,0
2021,8,강원,33.1,24.312903225806455,80.96774193548387,248.7,7.5838709677419365,,0
2021,8,경기,31.8,24.519354838709678,80.09677419354838,251.89999999999998,7.148387096774194,,0
2021,8,경남,33.4,25.700000000000003,86.12903225806451,351.7,5.04516129032258,,0
2021,8,경북,34.3,24.138709677419353,81.64516129032258,357.6,6.425806451612903,,0
2021,8,광주,34.4,25.706451612903226,82.54838709677419,284.8,7.796774193548386,,0
2021,8,대구,35.5,25.148387096774194,85.64516129032258,331.0,6.919354838709677,,0
2021,8,대전,34.2,24.990322580645163,78.58064516129032,285.4,7.65483870967742,,0
